Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
DirectAccount-DirectCustomerContract-VIPRE-User,Chrome 116.0.0.0,,,2023-09-12 12:22:15,2023-09-12 12:26:22,4m - 7.817s,FAILED
,,,,,,,
Test Cases/LoginasVIPREUser,Chrome 116.0.0.0,,,2023-09-12 12:22:15,2023-09-12 12:23:16,1m - 1.739s,PASSED
"callTestCase(findTestCase(""Test Cases/LogintoSalesforce-Admin""), null)",Chrome 116.0.0.0,,,2023-09-12 12:22:15,2023-09-12 12:22:40,25.433s,PASSED
"click(findTestObject(""Object Repository/UserLogin/SetUp""))",Chrome 116.0.0.0,,,2023-09-12 12:22:40,2023-09-12 12:22:42,1.512s,PASSED
sleep(5000),Chrome 116.0.0.0,,,2023-09-12 12:22:42,2023-09-12 12:22:47,5.017s,PASSED
"click(findTestObject(""Object Repository/UserLogin/SetUpforCurrentApp""))",Chrome 116.0.0.0,,,2023-09-12 12:22:47,2023-09-12 12:22:48,0.595s,PASSED
sleep(5000),Chrome 116.0.0.0,,,2023-09-12 12:22:48,2023-09-12 12:22:53,5.007s,PASSED
switchToWindowIndex(1),Chrome 116.0.0.0,,,2023-09-12 12:22:53,2023-09-12 12:22:53,0.065s,PASSED
"setText(findTestObject(""Object Repository/UserLogin/SearchSetUp""), LoginUserNameVIPRE)",Chrome 116.0.0.0,,,2023-09-12 12:22:53,2023-09-12 12:22:57,3.894s,PASSED
sleep(5000),Chrome 116.0.0.0,,,2023-09-12 12:22:57,2023-09-12 12:23:02,5.008s,PASSED
"vipreQA.ClickUsingJS.ClickNewObj(findTestObject(""Object Repository/UserLogin/SelectSearchUser"", [""value"":LoginUserNameVIPRE]), 20)",Chrome 116.0.0.0,,,2023-09-12 12:23:02,2023-09-12 12:23:02,0.568s,PASSED
sleep(5000),Chrome 116.0.0.0,,,2023-09-12 12:23:02,2023-09-12 12:23:07,5.005s,PASSED
"switchToFrame(findTestObject(""Object Repository/UserLogin/UserIFrame""), 20)",Chrome 116.0.0.0,,,2023-09-12 12:23:07,2023-09-12 12:23:11,3.804s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/UserLogin/IsActiveChecked""), 20)",Chrome 116.0.0.0,,,2023-09-12 12:23:11,2023-09-12 12:23:11,0.179s,PASSED
"vipreQA.ClickUsingJS.ClickNewObj(findTestObject(""Object Repository/UserLogin/LoginButton""), 20)",Chrome 116.0.0.0,,,2023-09-12 12:23:11,2023-09-12 12:23:11,0.351s,PASSED
sleep(5000),Chrome 116.0.0.0,,,2023-09-12 12:23:11,2023-09-12 12:23:16,5.013s,PASSED
,,,,,,,
Test Cases/CreatingNewDirectAccount-VIPRE,Chrome 116.0.0.0,,,2023-09-12 12:23:17,2023-09-12 12:23:52,35.470s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/AccountCreationPage/VIPRESalesElement""), 30)",Chrome 116.0.0.0,,,2023-09-12 12:23:17,2023-09-12 12:23:25,7.671s,PASSED
"vipreQA.ClickUsingJS.ClickNewObj(findTestObject(""Object Repository/AccountObject/AccountsTab""), 30)",Chrome 116.0.0.0,,,2023-09-12 12:23:25,2023-09-12 12:23:27,2.172s,PASSED
"vipreQA.ClickUsingJS.ClickNewObj(findTestObject(""Object Repository/AccountObject/NewButtononAccount""), 30)",Chrome 116.0.0.0,,,2023-09-12 12:23:27,2023-09-12 12:23:28,1.487s,PASSED
"click(findTestObject(""Object Repository/AccountRecordTypes/DirectClient""))",Chrome 116.0.0.0,,,2023-09-12 12:23:28,2023-09-12 12:23:30,1.529s,PASSED
"click(findTestObject(""Object Repository/AccountRecordTypes/NextButton""))",Chrome 116.0.0.0,,,2023-09-12 12:23:30,2023-09-12 12:23:30,0.499s,PASSED
"sendKeys(findTestObject(""AccountCreationPage/AccountName""), AccountName_Direct_VIPRE)",Chrome 116.0.0.0,,,2023-09-12 12:23:30,2023-09-12 12:23:34,3.472s,PASSED
"scrollToElement(findTestObject(""Object Repository/AccountCreationPage/AccountCurrencyLabel""), 20)",Chrome 116.0.0.0,,,2023-09-12 12:23:34,2023-09-12 12:23:34,0.421s,PASSED
"scrollToElement(findTestObject(""Object Repository/AccountCreationPage/BillingCountryLabel""), 20)",Chrome 116.0.0.0,,,2023-09-12 12:23:34,2023-09-12 12:23:35,0.417s,PASSED
"click(findTestObject(""Object Repository/AccountCreationPage/BillingCountryNone""))",Chrome 116.0.0.0,,,2023-09-12 12:23:35,2023-09-12 12:23:35,0.635s,PASSED
"click(findTestObject(""Object Repository/AccountCreationPage/BillingCountryBahrain""))",Chrome 116.0.0.0,,,2023-09-12 12:23:35,2023-09-12 12:23:36,0.907s,PASSED
"setText(findTestObject(""AccountCreationPage/BillingStreet""), BillingStreet)",Chrome 116.0.0.0,,,2023-09-12 12:23:36,2023-09-12 12:23:38,1.314s,PASSED
"setText(findTestObject(""AccountCreationPage/BillingCity""), BillingCity)",Chrome 116.0.0.0,,,2023-09-12 12:23:38,2023-09-12 12:23:39,1.031s,PASSED
"setText(findTestObject(""AccountCreationPage/PostalCode""), PostalCode)",Chrome 116.0.0.0,,,2023-09-12 12:23:39,2023-09-12 12:23:40,1.095s,PASSED
"setText(findTestObject(""AccountCreationPage/CompanyRegistrationNo""), CompanyRegistrationNumber)",Chrome 116.0.0.0,,,2023-09-12 12:23:40,2023-09-12 12:23:41,0.985s,PASSED
"scrollToElement(findTestObject(""Object Repository/AccountCreationPage/SalesTerritoryLabel""), 20)",Chrome 116.0.0.0,,,2023-09-12 12:23:41,2023-09-12 12:23:41,0.405s,PASSED
"click(findTestObject(""Object Repository/AccountCreationPage/SalesTerritoryNone""))",Chrome 116.0.0.0,,,2023-09-12 12:23:41,2023-09-12 12:23:42,0.521s,PASSED
"click(findTestObject(""Object Repository/AccountCreationPage/SalesTerritoryValue"", [""value"":SalesTerritory_VIPRE]))",Chrome 116.0.0.0,,,2023-09-12 12:23:42,2023-09-12 12:23:42,0.644s,PASSED
"click(findTestObject(""Object Repository/AccountCreationPage/SaveButton""))",Chrome 116.0.0.0,,,2023-09-12 12:23:42,2023-09-12 12:23:43,0.633s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/AccountCreationPage/AccountPageAppear""), 30)",Chrome 116.0.0.0,,,2023-09-12 12:23:43,2023-09-12 12:23:52,9.112s,PASSED
,,,,,,,
Test Cases/CreatingNewContact-User,Chrome 116.0.0.0,,,2023-09-12 12:23:52,2023-09-12 12:24:16,24.214s,PASSED
