Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
ResellerAccount-PAOpp-ResellerContract-VIPRE-User,Chrome 116.0.0.0,,,2023-09-13 20:35:23,2023-09-13 20:39:44,4m - 20.975s,ERROR
,,,,,,,
Test Cases/LoginasVIPREUser,Chrome 116.0.0.0,,,2023-09-13 20:35:23,2023-09-13 20:36:25,1m - 1.790s,PASSED
"callTestCase(findTestCase(""Test Cases/LogintoSalesforce-Admin""), null)",Chrome 116.0.0.0,,,2023-09-13 20:35:23,2023-09-13 20:35:47,24.112s,PASSED
"click(findTestObject(""Object Repository/UserLogin/SetUp""))",Chrome 116.0.0.0,,,2023-09-13 20:35:47,2023-09-13 20:35:50,3.000s,PASSED
sleep(5000),Chrome 116.0.0.0,,,2023-09-13 20:35:50,2023-09-13 20:35:55,5.008s,PASSED
"click(findTestObject(""Object Repository/UserLogin/SetUpforCurrentApp""))",Chrome 116.0.0.0,,,2023-09-13 20:35:55,2023-09-13 20:35:56,0.416s,PASSED
sleep(5000),Chrome 116.0.0.0,,,2023-09-13 20:35:56,2023-09-13 20:36:01,5.014s,PASSED
switchToWindowIndex(1),Chrome 116.0.0.0,,,2023-09-13 20:36:01,2023-09-13 20:36:01,0.050s,PASSED
"setText(findTestObject(""Object Repository/UserLogin/SearchSetUp""), LoginUserNameVIPRE)",Chrome 116.0.0.0,,,2023-09-13 20:36:01,2023-09-13 20:36:05,3.944s,PASSED
sleep(5000),Chrome 116.0.0.0,,,2023-09-13 20:36:05,2023-09-13 20:36:10,5.012s,PASSED
"vipreQA.ClickUsingJS.ClickNewObj(findTestObject(""Object Repository/UserLogin/SelectSearchUser"", [""value"":LoginUserNameVIPRE]), 20)",Chrome 116.0.0.0,,,2023-09-13 20:36:10,2023-09-13 20:36:10,0.607s,PASSED
sleep(5000),Chrome 116.0.0.0,,,2023-09-13 20:36:10,2023-09-13 20:36:15,5.003s,PASSED
"switchToFrame(findTestObject(""Object Repository/UserLogin/UserIFrame""), 20)",Chrome 116.0.0.0,,,2023-09-13 20:36:15,2023-09-13 20:36:19,3.883s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/UserLogin/IsActiveChecked""), 20)",Chrome 116.0.0.0,,,2023-09-13 20:36:19,2023-09-13 20:36:19,0.152s,PASSED
"vipreQA.ClickUsingJS.ClickNewObj(findTestObject(""Object Repository/UserLogin/LoginButton""), 20)",Chrome 116.0.0.0,,,2023-09-13 20:36:19,2023-09-13 20:36:20,0.300s,PASSED
sleep(5000),Chrome 116.0.0.0,,,2023-09-13 20:36:20,2023-09-13 20:36:25,5.010s,PASSED
,,,,,,,
Test Cases/CreatingResellerAccount-User-VIPRE,Chrome 116.0.0.0,,,2023-09-13 20:36:25,2023-09-13 20:37:00,34.700s,PASSED
sleep(5000),Chrome 116.0.0.0,,,2023-09-13 20:36:25,2023-09-13 20:36:30,5.015s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/AccountCreationPage/VIPRESalesElement""), 30)",Chrome 116.0.0.0,,,2023-09-13 20:36:30,2023-09-13 20:36:32,2.118s,PASSED
"vipreQA.ClickUsingJS.ClickNewObj(findTestObject(""Object Repository/AccountObject/AccountsTab""), 30)",Chrome 116.0.0.0,,,2023-09-13 20:36:32,2023-09-13 20:36:33,0.489s,PASSED
"vipreQA.ClickUsingJS.ClickNewObj(findTestObject(""Object Repository/AccountObject/NewButtononAccount""), 30)",Chrome 116.0.0.0,,,2023-09-13 20:36:33,2023-09-13 20:36:34,1.485s,PASSED
"click(findTestObject(""Object Repository/AccountRecordTypes/Reseller""))",Chrome 116.0.0.0,,,2023-09-13 20:36:34,2023-09-13 20:36:38,3.940s,PASSED
"click(findTestObject(""Object Repository/AccountRecordTypes/NextButton""))",Chrome 116.0.0.0,,,2023-09-13 20:36:38,2023-09-13 20:36:39,0.460s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/AccountRecordTypes/ResellerTextVerify""), 20, STOP_ON_FAILURE)",Chrome 116.0.0.0,,,2023-09-13 20:36:39,2023-09-13 20:36:43,3.982s,PASSED
"sendKeys(findTestObject(""AccountCreationPage/AccountName""), AccountName_Reseller_VIPRE)",Chrome 116.0.0.0,,,2023-09-13 20:36:43,2023-09-13 20:36:43,0.677s,PASSED
"scrollToElement(findTestObject(""Object Repository/AccountCreationPage/AccountCurrencyLabel""), 20)",Chrome 116.0.0.0,,,2023-09-13 20:36:43,2023-09-13 20:36:44,0.383s,PASSED
"scrollToElement(findTestObject(""Object Repository/AccountCreationPage/BillingCountryLabel""), 20)",Chrome 116.0.0.0,,,2023-09-13 20:36:44,2023-09-13 20:36:44,0.366s,PASSED
"click(findTestObject(""Object Repository/AccountCreationPage/BillingCountryNone""))",Chrome 116.0.0.0,,,2023-09-13 20:36:44,2023-09-13 20:36:45,0.551s,PASSED
"click(findTestObject(""Object Repository/AccountCreationPage/BillingCountryBahrain""))",Chrome 116.0.0.0,,,2023-09-13 20:36:45,2023-09-13 20:36:45,0.587s,PASSED
"setText(findTestObject(""AccountCreationPage/BillingStreet""), BillingStreet)",Chrome 116.0.0.0,,,2023-09-13 20:36:45,2023-09-13 20:36:46,1.146s,PASSED
"setText(findTestObject(""AccountCreationPage/BillingCity""), BillingCity)",Chrome 116.0.0.0,,,2023-09-13 20:36:46,2023-09-13 20:36:47,0.847s,PASSED
"setText(findTestObject(""AccountCreationPage/PostalCode""), PostalCode)",Chrome 116.0.0.0,,,2023-09-13 20:36:47,2023-09-13 20:36:48,0.885s,PASSED
"setText(findTestObject(""AccountCreationPage/CompanyRegistrationNo""), CompanyRegistrationNumber)",Chrome 116.0.0.0,,,2023-09-13 20:36:48,2023-09-13 20:36:49,0.878s,PASSED
"scrollToElement(findTestObject(""Object Repository/AccountCreationPage/SalesTerritoryLabel""), 20)",Chrome 116.0.0.0,,,2023-09-13 20:36:49,2023-09-13 20:36:49,0.410s,PASSED
"click(findTestObject(""Object Repository/AccountCreationPage/SalesTerritoryNone""))",Chrome 116.0.0.0,,,2023-09-13 20:36:49,2023-09-13 20:36:50,0.453s,PASSED
"click(findTestObject(""Object Repository/AccountCreationPage/SalesTerritoryValue"", [""value"":SalesTerritory_VIPRE]))",Chrome 116.0.0.0,,,2023-09-13 20:36:50,2023-09-13 20:36:50,0.576s,PASSED
"click(findTestObject(""Object Repository/AccountCreationPage/SaveButton""))",Chrome 116.0.0.0,,,2023-09-13 20:36:50,2023-09-13 20:36:51,0.549s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/AccountCreationPage/AccountPageAppear""), 30)",Chrome 116.0.0.0,,,2023-09-13 20:36:51,2023-09-13 20:37:00,8.479s,PASSED
,,,,,,,
Test Cases/CreatePAOpp-User-VIPRE,Chrome 116.0.0.0,,,2023-09-13 20:37:00,2023-09-13 20:37:29,29.222s,PASSED
"click(findTestObject(""Object Repository/PartnerAcquisitionCreation/DropDownMenuonAccount""), STOP_ON_FAILURE)",Chrome 116.0.0.0,,,2023-09-13 20:37:00,2023-09-13 20:37:01,1.032s,PASSED
"click(findTestObject(""Object Repository/PartnerAcquisitionCreation/PAOpportunity-VIPRE""), STOP_ON_FAILURE)",Chrome 116.0.0.0,,,2023-09-13 20:37:01,2023-09-13 20:37:02,0.858s,PASSED
"click(findTestObject(""Object Repository/PartnerAcquisitionCreation/CloseDateBox""), STOP_ON_FAILURE)",Chrome 116.0.0.0,,,2023-09-13 20:37:02,2023-09-13 20:37:04,2.060s,PASSED
"setText(findTestObject(""Object Repository/PartnerAcquisitionCreation/CloseDateBox""), CloseDateUser, STOP_ON_FAILURE)",Chrome 116.0.0.0,,,2023-09-13 20:37:04,2023-09-13 20:37:05,0.896s,PASSED
"click(findTestObject(""Object Repository/PartnerAcquisitionCreation/SaveButton""), STOP_ON_FAILURE)",Chrome 116.0.0.0,,,2023-09-13 20:37:05,2023-09-13 20:37:05,0.429s,PASSED
"click(findTestObject(""Object Repository/PartnerAcquisitionCreation/ClickOpportunities""), STOP_ON_FAILURE)",Chrome 116.0.0.0,,,2023-09-13 20:37:05,2023-09-13 20:37:16,11.143s,PASSED
