Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
ResellerAccount-PAOpp-ResellerContract-SystemAdmin,Chrome 116.0.0.0,,,2023-09-13 18:25:03,2023-09-13 18:30:22,5m - 19.129s,PASSED
,,,,,,,
Test Cases/LogintoSalesforce-Admin,Chrome 116.0.0.0,This testcase is to successfully login to salesforce using scripts.,,2023-09-13 18:25:03,2023-09-13 18:25:34,30.642s,PASSED
openBrowser(LoginURL),Chrome 116.0.0.0,,,2023-09-13 18:25:04,2023-09-13 18:25:15,11.814s,PASSED
maximizeWindow(),Chrome 116.0.0.0,,,2023-09-13 18:25:15,2023-09-13 18:25:16,0.190s,PASSED
"setText(findTestObject(""LoginPage/Username""), UserName)",Chrome 116.0.0.0,,,2023-09-13 18:25:16,2023-09-13 18:25:17,1.859s,PASSED
"setText(findTestObject(""LoginPage/Password""), Password)",Chrome 116.0.0.0,,,2023-09-13 18:25:17,2023-09-13 18:25:19,1.192s,PASSED
"click(findTestObject(""LoginPage/LoginButton""))",Chrome 116.0.0.0,,,2023-09-13 18:25:19,2023-09-13 18:25:34,14.972s,PASSED
,,,,,,,
Test Cases/CreatingResellerAccount-VIPRE-Admin,Chrome 116.0.0.0,,,2023-09-13 18:25:34,2023-09-13 18:26:09,35.337s,PASSED
sleep(5000),Chrome 116.0.0.0,,,2023-09-13 18:25:35,2023-09-13 18:25:40,5.004s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/AccountCreationPage/VIPRESalesElement""), 30)",Chrome 116.0.0.0,,,2023-09-13 18:25:40,2023-09-13 18:25:40,0.482s,PASSED
"vipreQA.ClickUsingJS.ClickNewObj(findTestObject(""Object Repository/AccountObject/AccountsTab""), 30)",Chrome 116.0.0.0,,,2023-09-13 18:25:40,2023-09-13 18:25:41,0.820s,PASSED
"vipreQA.ClickUsingJS.ClickNewObj(findTestObject(""Object Repository/AccountObject/NewButtononAccount""), 30)",Chrome 116.0.0.0,,,2023-09-13 18:25:41,2023-09-13 18:25:43,1.709s,PASSED
"click(findTestObject(""Object Repository/AccountRecordTypes/Reseller""))",Chrome 116.0.0.0,,,2023-09-13 18:25:43,2023-09-13 18:25:45,2.516s,PASSED
