Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Partner Quote - PCO Contract - System Admin,Chrome 116.0.0.0,,,2023-09-21 11:12:31,2023-09-21 11:18:22,5m - 51.672s,ERROR
,,,,,,,
Test Cases/LogintoSalesforce-Admin,Chrome 116.0.0.0,This testcase is to successfully login to salesforce using scripts.,,2023-09-21 11:12:31,2023-09-21 11:12:46,15.293s,PASSED
openBrowser(LoginURL),Chrome 116.0.0.0,,,2023-09-21 11:12:31,2023-09-21 11:12:38,6.558s,PASSED
maximizeWindow(),Chrome 116.0.0.0,,,2023-09-21 11:12:38,2023-09-21 11:12:38,0.173s,PASSED
"setText(findTestObject(""LoginPage/Username""), UserName)",Chrome 116.0.0.0,,,2023-09-21 11:12:38,2023-09-21 11:12:39,0.863s,PASSED
"setText(findTestObject(""LoginPage/Password""), Password)",Chrome 116.0.0.0,,,2023-09-21 11:12:39,2023-09-21 11:12:39,0.687s,PASSED
"click(findTestObject(""LoginPage/LoginButton""))",Chrome 116.0.0.0,,,2023-09-21 11:12:39,2023-09-21 11:12:46,6.759s,PASSED
,,,,,,,
Test Cases/CreatingResellerAccount-VIPRE-Admin,Chrome 116.0.0.0,,,2023-09-21 11:12:46,2023-09-21 11:13:14,28.033s,PASSED
sleep(5000),Chrome 116.0.0.0,,,2023-09-21 11:12:47,2023-09-21 11:12:52,5.015s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/AccountCreationPage/VIPRESalesElement""), 30)",Chrome 116.0.0.0,,,2023-09-21 11:12:52,2023-09-21 11:12:52,0.745s,PASSED
"vipreQA.ClickUsingJS.ClickNewObj(findTestObject(""Object Repository/AccountObject/AccountsTab""), 30)",Chrome 116.0.0.0,,,2023-09-21 11:12:52,2023-09-21 11:12:53,0.740s,PASSED
"vipreQA.ClickUsingJS.ClickNewObj(findTestObject(""Object Repository/AccountObject/NewButtononAccount""), 30)",Chrome 116.0.0.0,,,2023-09-21 11:12:53,2023-09-21 11:12:55,1.774s,PASSED
"click(findTestObject(""Object Repository/AccountRecordTypes/Reseller""))",Chrome 116.0.0.0,,,2023-09-21 11:12:55,2023-09-21 11:12:56,0.991s,PASSED
"click(findTestObject(""Object Repository/AccountRecordTypes/NextButton""))",Chrome 116.0.0.0,,,2023-09-21 11:12:56,2023-09-21 11:12:57,0.689s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/AccountRecordTypes/ResellerTextVerify""), 20, STOP_ON_FAILURE)",Chrome 116.0.0.0,,,2023-09-21 11:12:57,2023-09-21 11:13:00,3.705s,PASSED
"sendKeys(findTestObject(""AccountCreationPage/AccountName""), AccountName_Reseller_VIPRE)",Chrome 116.0.0.0,,,2023-09-21 11:13:00,2023-09-21 11:13:01,0.750s,PASSED
"scrollToElement(findTestObject(""Object Repository/AccountCreationPage/AccountCurrencyLabel""), 20)",Chrome 116.0.0.0,,,2023-09-21 11:13:01,2023-09-21 11:13:01,0.406s,PASSED
"scrollToElement(findTestObject(""Object Repository/AccountCreationPage/BillingCountryLabel""), 20)",Chrome 116.0.0.0,,,2023-09-21 11:13:01,2023-09-21 11:13:02,0.408s,PASSED
"click(findTestObject(""Object Repository/AccountCreationPage/BillingCountryNone""))",Chrome 116.0.0.0,,,2023-09-21 11:13:02,2023-09-21 11:13:02,0.518s,PASSED
