Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
ResellerAccount-PAOpp-PartnerQuote-VIPRE-User,Chrome 116.0.0.0,,,2023-09-20 21:50:34,2023-09-20 21:57:29,6m - 54.143s,FAILED
,,,,,,,
Test Cases/LoginasVIPREUser,Chrome 116.0.0.0,,,2023-09-20 21:50:35,2023-09-20 21:51:32,57.280s,PASSED
"callTestCase(findTestCase(""Test Cases/LogintoSalesforce-Admin""), null)",Chrome 116.0.0.0,,,2023-09-20 21:50:35,2023-09-20 21:50:57,21.712s,PASSED
"click(findTestObject(""Object Repository/UserLogin/SetUp""))",Chrome 116.0.0.0,,,2023-09-20 21:50:57,2023-09-20 21:51:01,4.323s,PASSED
sleep(5000),Chrome 116.0.0.0,,,2023-09-20 21:51:01,2023-09-20 21:51:06,5.015s,PASSED
"click(findTestObject(""Object Repository/UserLogin/SetUpforCurrentApp""))",Chrome 116.0.0.0,,,2023-09-20 21:51:06,2023-09-20 21:51:07,0.695s,PASSED
sleep(5000),Chrome 116.0.0.0,,,2023-09-20 21:51:07,2023-09-20 21:51:12,5.007s,PASSED
switchToWindowIndex(1),Chrome 116.0.0.0,,,2023-09-20 21:51:12,2023-09-20 21:51:12,0.071s,PASSED
"setText(findTestObject(""Object Repository/UserLogin/SearchSetUp""), LoginUserNameVIPRE)",Chrome 116.0.0.0,,,2023-09-20 21:51:12,2023-09-20 21:51:15,2.382s,PASSED
sleep(5000),Chrome 116.0.0.0,,,2023-09-20 21:51:15,2023-09-20 21:51:20,5.003s,PASSED
"vipreQA.ClickUsingJS.ClickNewObj(findTestObject(""Object Repository/UserLogin/SelectSearchUser"", [""value"":LoginUserNameVIPRE]), 20)",Chrome 116.0.0.0,,,2023-09-20 21:51:20,2023-09-20 21:51:20,0.718s,PASSED
sleep(5000),Chrome 116.0.0.0,,,2023-09-20 21:51:20,2023-09-20 21:51:25,5.004s,PASSED
"switchToFrame(findTestObject(""Object Repository/UserLogin/UserIFrame""), 20)",Chrome 116.0.0.0,,,2023-09-20 21:51:25,2023-09-20 21:51:26,1.195s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/UserLogin/IsActiveChecked""), 20)",Chrome 116.0.0.0,,,2023-09-20 21:51:26,2023-09-20 21:51:27,0.266s,PASSED
"vipreQA.ClickUsingJS.ClickNewObj(findTestObject(""Object Repository/UserLogin/LoginButton""), 20)",Chrome 116.0.0.0,,,2023-09-20 21:51:27,2023-09-20 21:51:27,0.464s,PASSED
sleep(5000),Chrome 116.0.0.0,,,2023-09-20 21:51:27,2023-09-20 21:51:32,5.006s,PASSED
,,,,,,,
Test Cases/CreatingResellerAccount-User-VIPRE,Chrome 116.0.0.0,,,2023-09-20 21:51:32,2023-09-20 21:52:07,34.440s,PASSED
sleep(5000),Chrome 116.0.0.0,,,2023-09-20 21:51:33,2023-09-20 21:51:38,5.014s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/AccountCreationPage/VIPRESalesElement""), 30)",Chrome 116.0.0.0,,,2023-09-20 21:51:38,2023-09-20 21:51:39,0.531s,PASSED
