Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
DirectAccount-DirectCustomerContract-SystemAdmin,Chrome 116.0.0.0,,,2023-09-01 21:35:52,2023-09-01 21:39:20,3m - 27.561s,FAILED
,,,,,,,
Test Cases/LogintoSalesforce-Admin,Chrome 116.0.0.0,This testcase is to successfully login to salesforce using scripts.,,2023-09-01 21:35:52,2023-09-01 21:36:17,24.982s,PASSED
openBrowser(LoginURL),Chrome 116.0.0.0,,,2023-09-01 21:35:52,2023-09-01 21:36:03,10.123s,PASSED
maximizeWindow(),Chrome 116.0.0.0,,,2023-09-01 21:36:03,2023-09-01 21:36:03,0.158s,PASSED
"setText(findTestObject(""LoginPage/Username""), UserName)",Chrome 116.0.0.0,,,2023-09-01 21:36:03,2023-09-01 21:36:04,0.889s,PASSED
"setText(findTestObject(""LoginPage/Password""), Password)",Chrome 116.0.0.0,,,2023-09-01 21:36:04,2023-09-01 21:36:05,0.939s,PASSED
"click(findTestObject(""LoginPage/LoginButton""))",Chrome 116.0.0.0,,,2023-09-01 21:36:05,2023-09-01 21:36:17,12.639s,PASSED
,,,,,,,
Test Cases/CreatingNewDirectAccount-VIPRE,Chrome 116.0.0.0,,,2023-09-01 21:36:17,2023-09-01 21:36:49,31.648s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/AccountCreationPage/VIPRESalesElement""), 30)",Chrome 116.0.0.0,,,2023-09-01 21:36:18,2023-09-01 21:36:20,2.731s,PASSED
"vipreQA.ClickUsingJS.ClickNewObj(findTestObject(""Object Repository/AccountObject/AccountsTab""), 30)",Chrome 116.0.0.0,,,2023-09-01 21:36:20,2023-09-01 21:36:22,2.122s,PASSED
"vipreQA.ClickUsingJS.ClickNewObj(findTestObject(""Object Repository/AccountObject/NewButtononAccount""), 30)",Chrome 116.0.0.0,,,2023-09-01 21:36:22,2023-09-01 21:36:27,4.685s,PASSED
"click(findTestObject(""Object Repository/AccountRecordTypes/DirectClient""))",Chrome 116.0.0.0,,,2023-09-01 21:36:27,2023-09-01 21:36:28,1.064s,PASSED
"click(findTestObject(""Object Repository/AccountRecordTypes/NextButton""))",Chrome 116.0.0.0,,,2023-09-01 21:36:28,2023-09-01 21:36:30,1.463s,PASSED
"sendKeys(findTestObject(""AccountCreationPage/AccountName""), AccountName_Direct_VIPRE)",Chrome 116.0.0.0,,,2023-09-01 21:36:30,2023-09-01 21:36:35,4.981s,PASSED
"scrollToElement(findTestObject(""Object Repository/AccountCreationPage/AccountCurrencyLabel""), 20)",Chrome 116.0.0.0,,,2023-09-01 21:36:35,2023-09-01 21:36:35,0.377s,PASSED
"scrollToElement(findTestObject(""Object Repository/AccountCreationPage/BillingCountryLabel""), 20)",Chrome 116.0.0.0,,,2023-09-01 21:36:35,2023-09-01 21:36:35,0.374s,PASSED
"click(findTestObject(""Object Repository/AccountCreationPage/BillingCountryNone""))",Chrome 116.0.0.0,,,2023-09-01 21:36:35,2023-09-01 21:36:36,0.490s,PASSED
"click(findTestObject(""Object Repository/AccountCreationPage/BillingCountryBahrain""))",Chrome 116.0.0.0,,,2023-09-01 21:36:36,2023-09-01 21:36:36,0.546s,PASSED
"setText(findTestObject(""AccountCreationPage/BillingStreet""), BillingStreet)",Chrome 116.0.0.0,,,2023-09-01 21:36:36,2023-09-01 21:36:37,1.038s,PASSED
"setText(findTestObject(""AccountCreationPage/BillingCity""), BillingCity)",Chrome 116.0.0.0,,,2023-09-01 21:36:37,2023-09-01 21:36:38,0.800s,PASSED
"setText(findTestObject(""AccountCreationPage/PostalCode""), PostalCode)",Chrome 116.0.0.0,,,2023-09-01 21:36:38,2023-09-01 21:36:39,0.826s,PASSED
"setText(findTestObject(""AccountCreationPage/CompanyRegistrationNo""), CompanyRegistrationNumber)",Chrome 116.0.0.0,,,2023-09-01 21:36:39,2023-09-01 21:36:40,0.823s,PASSED
"scrollToElement(findTestObject(""Object Repository/AccountCreationPage/SalesTerritoryLabel""), 20)",Chrome 116.0.0.0,,,2023-09-01 21:36:40,2023-09-01 21:36:40,0.484s,PASSED
"click(findTestObject(""Object Repository/AccountCreationPage/SalesTerritoryNone""))",Chrome 116.0.0.0,,,2023-09-01 21:36:40,2023-09-01 21:36:41,0.462s,PASSED
"click(findTestObject(""Object Repository/AccountCreationPage/SalesTerritoryValue"", [""value"":SalesTerritory_VIPRE]))",Chrome 116.0.0.0,,,2023-09-01 21:36:41,2023-09-01 21:36:41,0.599s,PASSED
"click(findTestObject(""Object Repository/AccountCreationPage/SaveButton""))",Chrome 116.0.0.0,,,2023-09-01 21:36:41,2023-09-01 21:36:42,0.528s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/AccountCreationPage/AccountPageAppear""), 30)",Chrome 116.0.0.0,,,2023-09-01 21:36:42,2023-09-01 21:36:49,6.871s,PASSED
,,,,,,,
Test Cases/CreatingNewContact-Admin,Chrome 116.0.0.0,,,2023-09-01 21:36:49,2023-09-01 21:37:15,26.363s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/ContactObject/ContactLinkObject""))",Chrome 116.0.0.0,,,2023-09-01 21:36:49,2023-09-01 21:36:52,2.557s,PASSED
