Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Partner Quote as User - Try,Chrome 116.0.0.0,,,2023-09-22 10:37:52,2023-09-22 10:39:08,1m - 16.405s,ERROR
,,,,,,,
Test Cases/LogintoSalesforce-Admin,Chrome 116.0.0.0,This testcase is to successfully login to salesforce using scripts.,,2023-09-22 10:37:52,2023-09-22 10:38:13,20.802s,PASSED
openBrowser(LoginURL),Chrome 116.0.0.0,,,2023-09-22 10:37:52,2023-09-22 10:38:01,8.948s,PASSED
maximizeWindow(),Chrome 116.0.0.0,,,2023-09-22 10:38:01,2023-09-22 10:38:02,0.267s,PASSED
"setText(findTestObject(""LoginPage/Username""), UserName)",Chrome 116.0.0.0,,,2023-09-22 10:38:02,2023-09-22 10:38:04,2.130s,PASSED
"setText(findTestObject(""LoginPage/Password""), Password)",Chrome 116.0.0.0,,,2023-09-22 10:38:04,2023-09-22 10:38:05,0.835s,PASSED
"click(findTestObject(""LoginPage/LoginButton""))",Chrome 116.0.0.0,,,2023-09-22 10:38:05,2023-09-22 10:38:13,8.284s,PASSED
,,,,,,,
Test Cases/CreatingResellerAccount-VIPRE-Admin,Chrome 116.0.0.0,,,2023-09-22 10:38:13,2023-09-22 10:38:44,31.264s,PASSED
sleep(5000),Chrome 116.0.0.0,,,2023-09-22 10:38:13,2023-09-22 10:38:18,5.020s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/AccountCreationPage/VIPRESalesElement""), 30)",Chrome 116.0.0.0,,,2023-09-22 10:38:18,2023-09-22 10:38:21,2.832s,PASSED
"vipreQA.ClickUsingJS.ClickNewObj(findTestObject(""Object Repository/AccountObject/AccountsTab""), 30)",Chrome 116.0.0.0,,,2023-09-22 10:38:21,2023-09-22 10:38:22,1.100s,PASSED
"vipreQA.ClickUsingJS.ClickNewObj(findTestObject(""Object Repository/AccountObject/NewButtononAccount""), 30)",Chrome 116.0.0.0,,,2023-09-22 10:38:22,2023-09-22 10:38:24,1.813s,PASSED
"click(findTestObject(""Object Repository/AccountRecordTypes/Reseller""))",Chrome 116.0.0.0,,,2023-09-22 10:38:24,2023-09-22 10:38:25,1.168s,PASSED
"click(findTestObject(""Object Repository/AccountRecordTypes/NextButton""))",Chrome 116.0.0.0,,,2023-09-22 10:38:25,2023-09-22 10:38:26,0.795s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/AccountRecordTypes/ResellerTextVerify""), 20, STOP_ON_FAILURE)",Chrome 116.0.0.0,,,2023-09-22 10:38:26,2023-09-22 10:38:29,3.349s,PASSED
"sendKeys(findTestObject(""AccountCreationPage/AccountName""), AccountName_Reseller_VIPRE)",Chrome 116.0.0.0,,,2023-09-22 10:38:29,2023-09-22 10:38:30,0.852s,PASSED
"scrollToElement(findTestObject(""Object Repository/AccountCreationPage/AccountCurrencyLabel""), 20)",Chrome 116.0.0.0,,,2023-09-22 10:38:30,2023-09-22 10:38:31,0.387s,PASSED
