Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
ResellerAccount-DirectCustomerContract-VIPRE-User,Chrome 116.0.0.0,,,2023-09-12 11:57:22,2023-09-12 12:01:56,4m - 33.957s,FAILED
,,,,,,,
Test Cases/LoginasVIPREUser,Chrome 116.0.0.0,,,2023-09-12 11:57:22,2023-09-12 11:58:30,1m - 7.746s,PASSED
"callTestCase(findTestCase(""Test Cases/LogintoSalesforce-Admin""), null)",Chrome 116.0.0.0,,,2023-09-12 11:57:23,2023-09-12 11:57:53,30.376s,PASSED
"click(findTestObject(""Object Repository/UserLogin/SetUp""))",Chrome 116.0.0.0,,,2023-09-12 11:57:53,2023-09-12 11:57:54,1.248s,PASSED
sleep(5000),Chrome 116.0.0.0,,,2023-09-12 11:57:54,2023-09-12 11:57:59,5.008s,PASSED
"click(findTestObject(""Object Repository/UserLogin/SetUpforCurrentApp""))",Chrome 116.0.0.0,,,2023-09-12 11:57:59,2023-09-12 11:58:00,0.516s,PASSED
sleep(5000),Chrome 116.0.0.0,,,2023-09-12 11:58:00,2023-09-12 11:58:05,5.013s,PASSED
switchToWindowIndex(1),Chrome 116.0.0.0,,,2023-09-12 11:58:05,2023-09-12 11:58:05,0.033s,PASSED
"setText(findTestObject(""Object Repository/UserLogin/SearchSetUp""), LoginUserNameVIPRE)",Chrome 116.0.0.0,,,2023-09-12 11:58:05,2023-09-12 11:58:08,3.660s,PASSED
sleep(5000),Chrome 116.0.0.0,,,2023-09-12 11:58:08,2023-09-12 11:58:13,5.008s,PASSED
"vipreQA.ClickUsingJS.ClickNewObj(findTestObject(""Object Repository/UserLogin/SelectSearchUser"", [""value"":LoginUserNameVIPRE]), 20)",Chrome 116.0.0.0,,,2023-09-12 11:58:13,2023-09-12 11:58:14,0.542s,PASSED
sleep(5000),Chrome 116.0.0.0,,,2023-09-12 11:58:14,2023-09-12 11:58:19,5.003s,PASSED
"switchToFrame(findTestObject(""Object Repository/UserLogin/UserIFrame""), 20)",Chrome 116.0.0.0,,,2023-09-12 11:58:19,2023-09-12 11:58:25,5.580s,PASSED
